target,prices,Train_VIX,Train_MOVE,Train_EURUSD,Train_HY,Train_BBB,Train_AA,Train_Liquidity,Train_Spread,Train_FEDFUNDS,Predict_VIX,Predict_MOVE,Predict_EURUSD,Predict_HY,Predict_BBB,Predict_AA,Predict_Liquidity,Predict_Spread,Predict_FEDFUNDS
0,128.58999633789062,-0.2803926496931767,-1.0920056099696478,-0.8713346224440525,-1.1002174815705856,-0.9754629173016918,-0.2697220997458252,0.4533643131192307,-1.048037796227223,1.3394505556435805,,,,,,,,,
0,130.6199951171875,-0.1031369465648207,-0.7970897405715931,-0.5162489802659704,-0.9896723671103612,-0.8306218583591338,-0.2995089419259293,0.0054896795731879,-0.439222842825768,1.260349666367054,,,,,,,,,
0,130.2100067138672,-0.5915417985466874,-0.6178815002024395,-0.5429288672777365,-0.9042439465578268,-0.8611068492688643,-0.3536560759530126,0.8393516293296195,-0.3541588730571148,1.194077623467352,,,,,,,,,
0,129.8300018310547,-0.4381550204385743,-0.2485775272628365,-0.601019483182478,-1.2087069142014522,-0.7376921564242724,-0.0279708874399551,1.2530091935638938,-0.7751629500679234,1.138780952600603,,,,,,,,,
0,129.5399932861328,0.0621268456586434,0.043757288725666,-0.0879154795741996,-1.4455823069008744,-0.5489904911499299,0.3622305595778212,1.398436882629661,-0.2175186442754796,1.4452956945689528,,,,,,,,,
0,128.7100067138672,0.1099719988500253,0.2010446983223182,-0.6404847777665477,-1.4895758480304753,-0.5968081074209122,-0.0550788468365285,1.0743101768556944,0.0683364341046814,1.3555175361666294,,,,,,,,,
0,131.14999389648438,-0.3271823094153374,-0.4824330021772033,4.035718396598566,-1.3359337137017824,-0.5667336478073108,-0.0828922482960299,0.7260977783596592,0.194311566885175,1.2822280930546062,,,,,,,,,
0,131.47000122070312,-0.3196866848081643,-0.8064139141502285,2.8496350744358367,-1.2250884134992597,-0.5338205229930388,0.3013897658920422,1.2086024074421282,0.3820611557339124,1.2228703995474992,,,,,,,,,
-1,132.52000427246094,-0.2597282266606456,-0.4306241204852383,2.30897589480459,-1.204639607504047,-0.6454099255491196,0.2683986186386402,0.9547050192690748,1.009525896636403,1.156161548271068,,,,,,,,,
0,129.24000549316406,1.3821960045413009,-0.365140951923852,1.9834115021514984,-1.1824542960319642,-0.7417277585883444,-0.2080928978053681,0.2841391332898273,0.8598080653363851,1.374959059853079,,,,,,,,,
0,127.0999984741211,2.986712928643654,0.0949485804932254,1.758391790130056,-1.2652235234524007,-0.6900556696599452,-0.2472697563219486,0.2204567763316491,0.8812179334360504,1.2993042679584137,,,,,,,,,
0,128.3800048828125,1.2864940835371643,-0.1055619488355393,1.58817720695368,-0.6505975446300217,-0.4441916441493795,0.7017220782753749,0.4200271742370466,0.2555633099735574,1.2381463638893475,,,,,,,,,
-1,129.0,1.2612397439012024,-0.3185940561680815,1.4536551952693184,-0.4960394297499465,-0.2748995721723792,1.1611349713838612,0.0570598990147178,0.3614563664023507,1.1904183564848014,,,,,,,,,
0,125.3499984741211,2.6466359382294,-0.1749235447236258,1.3439953106927227,-0.1976229433061754,0.0335460485502557,1.4966907949453183,0.0757560849784588,0.2490607808815539,1.2230054301988906,,,,,,,,,
0,124.6500015258789,1.9613595584961796,-0.2649721905668472,1.2457560245315793,-0.0358930049194676,0.274402842080719,1.325602290315211,0.4892779536015827,-0.5906789132565234,1.1585810775347969,,,,,,,,,
1,124.44000244140624,1.2972541298069815,0.8237740703879336,1.1599909537591395,-0.0298858028123189,0.3922912557271586,1.541548864556909,0.8151228702505368,-0.5559878498067333,1.104005282961621,,,,,,,,,
0,127.27999877929688,0.1516451631422059,-0.2144239656325549,1.0882025578092975,0.1527679616998541,0.5981405159015746,1.3607139422462966,0.1760536247736219,-0.5981564150128589,1.058515237430857,,,,,,,,,
-1,126.61000061035156,0.4804691910282475,-0.4792504674273232,1.0218956568205129,0.306152072002588,0.7456651355529822,1.5106534841242916,0.2273624760256034,-0.3342822354250991,1.5034582317626173,,,,,,,,,
0,123.5199966430664,1.883763310504048,0.5593444871199589,0.9589186614882684,0.2756849095941521,0.7494280947324022,1.056871100663348,-0.2355874295041736,-0.4614937057094651,1.4013967067282975,,,,,,,,,
1,123.9499969482422,1.5101800919711832,-0.0193140632912263,0.9082839787924514,0.6707276467475211,1.0799817274725896,0.9695413490357384,-0.0433479917294114,-0.2767218340817758,1.3181160181509377,,,,,,,,,
0,127.9800033569336,0.3668752693300617,-0.4840772535065072,-0.5373849976640204,0.6357335022831289,1.2105599576013184,0.9014417547432588,-0.0920144884685254,-0.4269958596233661,1.2498184076793022,,,,,,,,,
0,128.1999969482422,0.3354738022431106,-0.690620749362278,-0.5407312268169906,0.6788445416695641,1.137504157424942,0.8410310257471474,-0.1628669661777426,-0.0322431524399688,1.1945185128664575,,,,,,,,,
1,127.01000213623048,0.2869523110532826,-1.3523642456849871,-0.5411498203303008,0.8706755257935456,1.0732379131466323,1.0559918546822329,0.0551035293795589,-0.1894354733685691,1.1536848323097662,,,,,,,,,
0,130.69000244140625,-0.6779384991714816,-1.1453446719542268,0.8031167345863385,0.7390369000296682,1.116503286050723,0.9834374864427212,-0.5576997935107644,-0.1054211606170185,1.1002652333502372,,,,,,,,,
0,129.80999755859375,-0.4323614021849001,-1.2619131120363642,0.7578542522214284,0.897611998650501,0.944092587123021,0.6774284601860873,0.3851544733582844,-0.4208805151331841,1.0559902731755697,,,,,,,,,
0,131.4199981689453,-0.5468091622851513,-1.4110171945136831,0.7148854095627791,1.0196801722854192,0.8848783502794464,0.3813354356694861,0.4530573681053044,-0.7124915168389294,1.0212859511902437,,,,,,,,,
0,130.27999877929688,-0.1020614345866109,-1.360337562930221,0.6749801087728344,1.1994698241502604,0.9246535731565326,0.8459663919243713,-0.1215110059262949,-0.4772293439761501,0.9716174214926996,,,,,,,,,
0,131.9600067138672,-0.6208039077746713,-1.326067158068084,0.6303643715491848,0.8735670591878116,0.7708086665599991,0.5464897371535888,-0.3125077287236126,-0.3467058378670798,0.927585289592258,,,,,,,,,
0,131.47000122070312,-0.3300495493282868,1.011054150672667,0.5942877158095885,0.478465261054098,0.6281257476522465,0.5081218416188111,1.1554771924439748,-0.7903728032297017,0.8889630137041119,,,,,,,,,
0,133.5800018310547,-0.56095591686894,-0.1632673187305296,0.5567130025158175,1.2570555251955555,0.7845436379864418,0.7185059383684007,1.023459689957812,-0.8657699058813024,0.8560856255876479,,,,,,,,,
0,135.00999450683594,-0.7129676329346372,-0.061044692488132,0.5170894302418839,0.8521276464976172,0.8342412519947274,0.6756172135545218,0.8838207095360631,-0.8731922669549038,0.8188240505677988,,,,,,,,,
0,136.6300048828125,-0.978933955395695,-0.6488057499515892,0.4792790489251428,0.3221165032068223,0.6867154554449946,0.0974416295459811,1.035219183328586,-0.5787950866315729,0.7858633788162213,,,,,,,,,
0,136.83999633789062,-1.0054589849920872,-1.1986708537487325,0.4397022414499915,-0.148688034523153,0.5457241372978107,0.057144723188777,1.8911382837977315,-0.7200295472147954,0.7580587178499404,,,,,,,,,
0,137.91000366210938,-0.926694296799874,-0.6468215512774769,0.3992457861802049,-0.2201078309457099,0.2995785323436571,0.0200522551364775,1.6760919422178473,-0.8765783220192334,0.7376658362240855,,,,,,,,,
0,136.5399932861328,-0.7725465969035158,-0.3649221282597327,0.3529801125255362,0.007374570490783,0.2708968682690079,-0.0107500209539237,1.4314627221099667,-0.8259076838108254,0.7015904649825393,,,,,,,,,
0,138.24000549316406,-0.8679704915086909,0.1525142962727787,0.3049003716241358,-0.4565169352851153,0.0147249743501342,-0.3979428608413406,1.580342567075436,-0.9308591496784748,0.6675928138026561,,,,,,,,,
0,140.4199981689453,-1.081041696732535,0.4469177154523619,0.3074606670820888,-0.3565541989861279,-0.1351766142047416,-0.0936630073040069,1.4981901029099396,-1.1693949880447616,0.6357944530842253,,,,,,,,,
0,140.35000610351562,-0.8290401248124254,0.0632098133563048,-1.7304696521365586,-0.7429766678132614,-0.1720734854734757,-0.5285796736083498,1.5894010355398764,-1.1630801876276564,0.6067847626414563,,,,,,,,,
0,140.22000122070312,-0.5155776927876136,1.6808652551579024,-1.4982621337780964,-0.403864483488464,-0.2293287136282806,-0.5856011276607438,1.6259532992917547,-1.3652710062161435,0.5823402515596547,,,,,,,,,
0,141.4199981689453,-0.3522700285507459,1.38604790171147,-1.3227544413800492,-0.2002503737277168,-0.0268041637535441,-0.7103911247511174,1.6343401186736133,-0.5865575964665178,0.4928904804850336,,,,,,,,,
0,142.33999633789062,-0.9733049783473068,0.2423398968905886,-1.1742394262132525,-1.301652596509441,-0.6682289900181827,-1.8402346041093776,1.3903040923102008,-0.8862420949993215,0.4566512960474492,,,,,,,,,
0,140.75,-0.4878825024595838,0.439515548820259,-1.0620862588691145,-1.3216813356261476,-0.6409642840177914,-1.7241762989315736,1.1266610016489431,-0.9597939767449436,0.4186665494333244,,,,,,,,,
0,141.6199951171875,-0.3881393526295446,0.6931429640061629,-0.9707017486340114,-1.4154838387622009,-1.0503391969517677,-1.9021257271614795,0.5872267387579219,-0.3541256904740174,0.3775783475147535,,,,,,,,,
0,140.5399932861328,-0.1379396764486998,0.7859275500294791,-0.8862466671851791,-1.6193662273432,-1.309256465279898,-1.9355184311157303,0.282473167290427,-0.7253297288784344,0.3327571287856698,,,,,,,,,
0,143.24000549316406,-0.8569102298396645,-0.2697533024075122,-0.814969336039099,-1.067917507557306,-0.9997096879530416,-1.6758186950286231,0.1493266313496139,-0.6830938102142743,0.3812581440482941,,,,,,,,,
0,142.82000732421875,-0.7121455831676173,-0.9069531304020584,-0.751381023687299,-1.360448837105617,-1.14865799068199,-1.7216598227716975,0.5375743627437988,-0.6431803536807503,0.338366807982527,,,,,,,,,
0,142.1300048828125,-0.3783866388100187,-0.3264023625210401,-0.6928858452744022,-1.465508957297048,-1.421615093932029,-1.521161580841077,0.5004312649004106,-1.115371398928919,0.6432231242392761,,,,,,,,,
0,144.80999755859375,-0.7614328566145686,-0.9885209717808756,-0.6411116559985535,-1.539563209972869,-1.7328208265042633,-1.5805443783784154,0.3187541611690485,-0.5350355287313274,0.6075189734322713,,,,,,,,,
0,143.94000244140625,-0.3040780091650486,-0.2625917135764138,-0.5908727104796243,-1.1710468926844908,-1.3618321391667163,-1.2173578714170712,0.4903265805983826,-0.5012098547088853,1.856059360760108,,,,,,,,,
0,145.72999572753906,-0.959854520782661,-0.1270808643409448,-0.5427715058956172,-1.2303451758052455,-1.4961102693911428,-1.121929605827508,0.2212934090923848,-0.7346311891723234,1.6839671455847889,,,,,,,,,
-1,145.3000030517578,-0.5592650702393749,-0.6044135854452639,-0.5440813310954584,-1.1473402719386736,-1.4507284469481478,-1.040331516822805,0.6136435464200068,-0.8224159679987849,1.5523091699619405,,,,,,,,,
0,138.6699981689453,3.526704131533638,2.292538602705495,-0.548706699442432,-1.0775792041760994,-1.408255917906827,-0.9691368819338808,0.3965119862225293,-0.7947406708124205,1.4484735244564844,,,,,,,,,
0,140.77999877929688,1.3083293901759554,0.2835033697791838,-0.5482946500273584,-0.2191532306204374,-0.6722725921384779,-0.069992613383078,0.5241777653881946,0.7703332463456439,1.3408892064382951,,,,,,,,,
1,138.52999877929688,2.225908065441807,0.7594627594109203,-0.5038044618608852,-0.544707202246333,-0.626627170545667,0.1829012855448611,0.716985474292328,0.3780124860407454,1.2502019210683917,,,,,,,,,
0,143.38999938964844,0.5631021943044553,0.9575470485788744,-0.4754290100765188,-0.206667090332776,-0.1869678966844019,0.8533917458271878,0.4793766593123035,1.0740747043160137,1.172042224244756,,,,,,,,,
0,142.0,1.2047640823901669,0.7896962240403493,-0.4357653878843431,-0.3831138616870377,-0.1585391547461827,0.818238890564275,0.9406655489824192,1.6812235062335943,1.1034663237623572,,,,,,,,,
0,144.24000549316406,0.621983774825587,0.1585255442216536,-0.3947331314239229,-0.1999948868647889,0.1589002800989916,1.015361242180198,0.4420909378189709,2.0312516448696614,1.042406278943574,,,,,,,,,
1,145.32000732421875,0.1915528643203295,-0.8450990536676319,-0.3579957489900336,-0.1898581517761673,0.3335344660127033,0.9724695350275928,1.066547509104355,1.1907077856339388,0.0264429478722366,,,,,,,,,
0,148.6199951171875,0.1453625667570456,-0.5887552219758867,-0.3219081607991158,-0.4948065486304917,-0.0935062523999922,0.743769176772524,1.3711447689917218,0.9913812907329036,0.0264429478722366,,,,,,,,,
0,149.52999877929688,0.2953446198948027,-0.7527190854493035,-0.2827502398468774,-0.5535712809008608,-0.0571822734797178,0.547277101152785,1.68552722881932,1.333914898543864,0.0264429478722366,,,,,,,,,
0,150.9199981689453,0.4646308584973772,-0.8070155575866478,-0.2459510156155818,-0.674715230685994,-0.0128182167570353,0.7598733180901901,1.5718151658159798,1.2131669475349427,0.0264429478722366,,,,,,,,,
0,150.86000061035156,0.4516515965923083,-1.3970832375655369,-0.2039552295155549,-0.419294886869637,0.0331005765542979,0.7307792351949823,1.461086928131567,0.4535359179989424,0.0264429478722366,,,,,,,,,
0,152.6199951171875,0.3461063508800488,-0.7721965574992382,-0.1642831462163918,-0.605778044591397,-0.1172340066247165,0.7033247753891068,1.6893412784782778,0.3373235113131274,0.0264429478722366,,,,,,,,,
0,151.69000244140625,0.5511726270451273,-0.7194175969620106,-0.1286045459379632,-0.9379998513820832,-0.488538784133864,0.6773352597667615,1.852124631809204,0.6219926374061561,0.0264429478722366,,,,,,,,,
0,154.0800018310547,0.2978255184852212,-0.5408296919263486,-0.0827133725955308,-1.0700920415384123,-0.6604456098633587,0.4656531927053448,1.5472928164367703,0.7795406510813565,0.0264429478722366,,,,,,,,,
0,151.0399932861328,1.0760467319480609,2.110980889406441,4.036709976815881,-1.1062363517342662,0.0233015787847212,0.8131846238162738,1.3246370107928358,0.441721610750577,0.0264429478722366,,,,,,,,,
0,153.07000732421875,0.6652530236583425,1.0046341841956057,2.845061541697344,-0.721146414310564,0.6965713843626672,0.9435198582880814,1.378922231551284,1.5465035182205802,0.0264429478722366,,,,,,,,,
0,150.5500030517578,1.304197605056116,1.5529204688758995,2.307121976209898,-0.6699851330189159,0.4836762834715209,0.7130455928255056,1.401674909627023,1.385513760272474,0.0264429478722366,,,,,,,,,
0,150.42999267578125,1.3745076836979282,1.608463170547833,1.980427399864637,0.01309553913342,0.9176818069840392,0.836382882050381,1.5359351428771668,1.9756588921084768,0.0264429478722366,,,,,,,,,
0,152.97999572753906,0.7552128893394803,1.232679562167029,1.7531034905325786,1.2567308866521008,1.6762205676208175,1.086184780299205,1.237247649052644,1.339743715248493,-0.0162392064193538,,,,,,,,,
0,154.85000610351562,0.8641132552758009,1.036201709697527,1.5819063724566715,0.9558596719366764,1.3448396950788326,1.1331069382023446,1.0177282496112243,1.4439915734963549,1.009713891566122,,,,,,,,,
-1,153.5,1.4238021137193746,0.9023825148898312,1.445989582401191,1.5958062278256444,1.6961693730616627,1.2901344437252795,1.2483850997098018,1.1324288994691392,0.9750862747516036,,,,,,,,,
0,145.11000061035156,2.9546835332241272,2.449271502413021,1.3340921517458395,2.384756069909157,2.163547777582805,1.8000090393712964,1.0576407010393956,1.0369039320115347,0.9504468925438456,,,,,,,,,
0,143.8000030517578,2.55710564113244,2.2571822306176377,1.23932613794796,3.2201297298378084,3.0616020085094666,2.5981712404152755,1.1530998222884117,1.3294686846732282,0.9403000983754494,,,,,,,,,
0,144.7100067138672,2.596983523245548,2.830392790358625,1.1571512709646572,2.4549968396027624,2.3387654311503305,2.167950812988059,1.0772650093385523,1.255889882624511,-3.4792211727400453,,,,,,,,,
1,144.7100067138672,2.3958320673703075,1.9957288473194952,1.0846610163137076,1.944283845779508,1.9278723387995356,1.91871825620255,0.941143111977832,1.5529455473148543,-2.376407133824945,,,,,,,,,
0,148.3300018310547,0.8584479055182174,1.6801279765921502,1.0197607989180648,2.070493446787781,2.1168998849963465,1.8924496579449628,0.8283110966988108,1.9834918232647296,-1.8755488557500064,,,,,,,,,
0,147.58999633789062,1.1940088462943748,1.7816096041234553,0.960870609949506,1.6436163073841246,1.739979616881161,1.6520744267010818,0.7653192884292651,1.0983576748005754,-1.5705748751674202,,,,,,,,,
0,146.07000732421875,1.4987057062407114,1.8140775300523264,0.9068667230782088,1.7209853216303346,1.5064598426935982,1.5752121693668202,0.5736532304633033,1.2421461034132908,-1.804808892487664,,,,,,,,,
1,148.89999389648438,1.2149322228841453,1.8413127091185788,-0.5470151100318774,1.699180271563717,1.5832157028481373,1.703694157257279,0.4627163673993141,1.4576282262060565,-1.5235471704503516,,,,,,,,,
0,151.97000122070312,0.2996422947357567,1.0182273152799215,-0.5469542208347029,1.4250096377944554,1.4881108210933227,1.6116126047015888,0.2913881065421473,1.1209934012064904,-1.3238500533927695,,,,,,,,,
1,152.5800018310547,0.1506492253461901,0.9834781271955928,-0.546918092591477,0.9820517661476564,1.1611842321887926,1.2177722134983902,0.4514199365585123,1.5704699470427463,-1.1715053317123831,,,,,,,,,
0,155.85000610351562,-0.0301534643572291,0.7368827059684675,-0.5468922644763856,0.9299466365565516,1.049679325310446,1.0281393598485031,0.4039963618272321,1.514008250988453,-1.0495251748184815,,,,,,,,,
-1,156.3300018310547,0.0907120275035055,0.0502680981582702,-0.5468640349320714,0.7652746345808041,0.9530736819702138,0.8138744351286378,0.496819594794643,1.218851577115634,-1.6522862904387223,,,,,,,,,
1,149.6699981689453,0.8382716213853415,0.6081730750364069,-0.5468930833335712,0.569970332161194,0.7007024734434322,0.6749049041929508,0.3432664647508384,0.8162415091740316,-1.419644180383995,,,,,,,,,
0,153.6199951171875,0.2951678245506017,0.7900419788191766,-0.5468637448434825,0.9767852474376946,0.8018550483740676,0.838139666351144,0.5225472154868344,1.1725799082584387,-1.247549119497914,,,,,,,,,
-1,151.1999969482422,0.774646771348494,0.7999875016179915,-0.5469071967526621,0.9468096813185414,0.8461001501782489,0.8530969757763304,0.5334122358147401,1.1532207917178232,-1.1127074319341212,,,,,,,,,
0,145.13999938964844,1.484384083065622,1.0416186742895597,-0.5469697435503453,1.0957830615392878,1.062981887136586,1.0344168014883024,0.5216629364601482,1.0858499953545453,-1.7284434571433631,,,,,,,,,
0,145.7899932861328,0.9755730345813411,0.5333427946602837,-0.5469855730257914,1.3022670887551016,1.2212495399175518,1.3701765879436527,0.6252258438569983,1.402672786087335,-1.475243615621533,,,,,,,,,
1,144.1300048828125,0.9345184563969344,0.9597566098206752,-0.5469995875855448,1.454296983426564,1.3434444655174111,1.2946333167487103,0.8713008699744135,1.2898856590404308,-1.2913169186598192,,,,,,,,,
0,148.66000366210938,0.4835381462591345,1.5662319191463303,-0.5466623991471251,1.6178843791079862,1.4313935231068655,1.3258161204213803,0.4937662760233535,1.4361514419046455,-1.149001802119893,,,,,,,,,
-1,150.91000366210938,0.1352477094306512,1.7401412995058323,-0.5465487347930355,1.4535294574522215,1.4897806375484244,1.2547460152370589,0.2544821503545812,1.2850660093580957,-1.5200116187174022,,,,,,,,,
0,147.1699981689453,0.4786739179930094,1.602425155539224,-0.5465623020223839,1.2785870860489268,1.4956015641414488,1.2138506506181022,0.2712431683817435,1.328259965028521,-1.3274721878893772,,,,,,,,,
0,148.1300048828125,-0.3533811384024078,1.6940824938516548,-0.54662151175681,1.149030977928717,1.3788917291848892,1.0762941809904238,0.4894104263328336,1.077024883251715,-1.1799086709164628,,,,,,,,,
-1,147.3000030517578,-0.015008506932084,1.5474438076609869,-0.5466441364735433,1.1802496272118648,1.2568442240270492,1.0136707468875414,-0.085620065547051,1.1290266285057482,-1.061570892448672,,,,,,,,,
0,141.30999755859375,0.5192950057865742,1.248175911376426,-0.5024565528978956,1.158815184374829,1.1685834642435586,0.9064570220107696,-1.2062599516358417,1.0583360185855186,-0.9635295292089608,,,,,,,,,
-1,140.14999389648438,0.429451563605002,0.9456561466897884,-0.4601806546627309,1.504592539473549,1.2266907678971728,0.936293420476612,-0.4925461854229927,1.2865533383835357,-1.3424566671093965,,,,,,,,,
0,132.05999755859375,1.0469530691719444,1.1016492654170096,-0.4198358847300721,1.6148446378134491,1.220166439437013,1.0195421823617294,-1.228428557447723,1.353370255202128,-1.197335691410243,,,,,,,,,
1,133.0399932861328,1.3261103742889968,2.232740167793811,-0.3807668232272046,1.7176403295051597,1.272655602151397,1.0437991438427676,-1.767571539021667,1.3539495774902666,-1.0812920011341518,,,,,,,,,
-1,139.5800018310547,0.2934612921686046,1.0752547260177785,-0.3427407848183677,1.5600725987364483,1.3143074327926811,0.962617342852303,-1.743643900557348,1.3737932127043893,-0.9856644107182012,,,,,,,,,
0,133.07000732421875,1.079984181996244,1.278760291381643,-0.3057864856600205,1.4503326082883503,1.2709441646067785,0.9113599472195582,-1.9319352456246173,1.4895825842162655,-1.985660912644581,,,,,,,,,
0,135.13999938964844,0.3868436510863965,1.0235310539751818,-0.2685766577193069,1.534038854974428,1.2630632540531803,0.9254959811837796,-1.5835812448355888,1.6101198288295315,-1.6676402260776793,,,,,,,,,
0,135.6199951171875,0.1678393219236719,1.428767569318132,-0.2310754278114084,1.4611304082361949,1.2816415327383266,0.9591776206051156,-1.4157578289327533,1.631078857221845,-1.4491781642740147,,,,,,,,,
-1,133.82000732421875,0.7197483794549754,1.139779119123583,-0.192728851929257,1.3759938903039832,1.2490239727825814,0.9364801803201768,-1.523431558941833,1.406470963221171,-1.2868683862181347,,,,,,,,,
0,129.7100067138672,0.9500281519981904,1.5689624011314722,-0.1533437802663929,1.4435225988582083,1.3095828955854996,1.1083067903206674,-1.2284883272668052,1.368296897629954,-1.4442432248834998,,,,,,,,,
0,129.61000061035156,1.7455267153726948,1.29624140892914,-0.1107667943526623,1.4615874404368407,1.4598444039757992,1.5004598988463935,-0.6704870609645098,1.4224372818068542,-1.2726627060620466,,,,,,,,,
0,132.0800018310547,0.6831369448105417,0.970997350936994,-0.0527141692117614,1.5607099320693387,1.509857736089799,1.6017094272832573,-0.9282591275690908,1.2121521490798333,-1.1386444880637268,,,,,,,,,
1,131.50999450683594,0.4596757596510119,0.5493904232412576,0.0101438452478096,1.444381155798623,1.458514612581023,1.4659417301162074,-0.7102601226675419,0.8543388072717397,-1.0298198484802916,,,,,,,,,
-1,136.88999938964844,-0.2425032401458285,0.351695319066559,2.2806535389980467,1.1555194220416511,1.2779927164813147,1.330471079318413,-0.978858509785923,0.8598959936667842,-0.9367810121641822,,,,,,,,,
1,133.3800048828125,-0.0047099156025364,0.0128542008245679,1.975768881614533,0.9808706856563698,1.0551207886739664,1.1065946238724418,-1.0820277314655569,0.6375921566968737,-1.0865638099815962,,,,,,,,,
0,138.47999572753906,-0.7729538432313696,0.4308228986254846,1.6867449269518864,0.9272049630348698,0.9424951318798936,1.0142318156073422,-1.4396767801837085,0.6742662381117701,-0.9881653365276498,,,,,,,,,
0,139.60000610351562,-0.9291162662449944,-0.0131106665464215,1.54428892581002,0.5886907739832703,0.79053052003742,0.7426625584024609,-0.6271489299902266,0.4276869116412843,-0.9052556630968144,,,,,,,,,
0,141.50999450683594,-1.2977663067554692,-0.6660413600895684,1.406496713968715,0.3946213267495048,0.6249407361188836,0.6065770054503149,-0.452215774483951,0.2378339401872365,-0.8342425283214163,,,,,,,,,
1,138.89999389648438,-1.047051232495212,-0.4557297427750517,1.2967096859923084,0.2470426731847944,0.3790266458341843,0.2547781015796916,-0.1583887143412901,0.1299139612898535,-0.966985467591098,,,,,,,,,
-1,142.66000366210938,-1.5850293933131097,-0.4687894638796365,1.2969444677419266,0.3520284790583313,0.3690844069914994,0.2023270165382305,0.0489619202872435,0.2455481862780185,-0.8880138372961474,,,,,,,,,
